Track,Album Name,Artist,Release Date,ISRC,Spotify Streams,Spotify Playlist Count
Heat,Heat (feat. Gunna),Gunna,6/20/19,USRC11901581,"174,090,982","34,958"
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/23,GBAHT2301496,"21,664,308","2,953"
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/18,USUG11800570,"995,463,505","139,596"
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/24,USZXT2454115,"9,591,249","4,565"
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/24,QMRSZ2400819,"2,378,738",544
Bar,Bar,TINI,11/11/21,USHR12142718,"231,155,441","33,491"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/23,FR10S2319442,"17,745,591","2,837"
Case,Ghost,Diljit Dosanjh,9/29/23,TCAHK2379738,"48,353,674","7,078"
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/23,INC622212231,"29,171,226","1,511"
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/21,BRWMB2100422,"74,338,196","12,229"
As It Was,As It Was - Single,Hundreds,3/24/23,DETO32300012,"479,006",111
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/14,TCABX1403338,,342
Sial,fï¿½ï¿½,Mahalini,1/23/23,FR10S2380774,"324,327,622","13,022"
Pelele,Pelele,Morad,12/24/21,QMFMF2131945,"153,262,121","62,043"
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/23,INS182303704,"26,192,177","1,252"
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/23,USUM72222553,"89,487,508","7,595"
Krippy Kush,Krippy Kush,Farruko,8/4/17,USSD11700349,"261,207,310","29,638"
Do It,VULTURES 1,Kanye West,2/9/24,QZ7XS2400007,"58,509,914","11,523"
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2/23/24,USLZJ2475867,"95,980,260","6,191"
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208786,"134,971,918","58,239"
Cuaderno,Climaxxx,Dalex,5/10/19,QM9WM1900130,"415,170,963","57,071"
Leja Re,Leja Re,Dhvani Bhanushali,11/24/18,INS181802759,"64,612,903","7,444"
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/24,ROGRA2400380,"881,858",75
Paro - Speed Up,Paro (Speed Up),Nej,5/20/21,FRX282231651,"92,866,817","20,834"
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/22,USWB12205041,"261,905,370","42,715"
Girl,Easy Money Baby,Myke Towers,1/24/20,QM4TW2040254,"358,885,100","66,574"
Saving Up,Saving Up,Dom Dolla,10/6/23,USQX92305379,"68,053,989","21,585"
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/17,USAT21703429,"973,400,151","172,881"
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/21,USSM12101091,"331,506,695","116,321"
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/18,INS181802942,"74,027,513","5,648"
LLYLM,LLYLM,ROSALï¿½,1/27/23,USSM12300114,"163,400,564","25,380"
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/22,INU252204222,"146,988,095","16,234"
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,6/5/15,GB28K1500038,"24,407,534","2,389"
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/22,UKP3G2004606,"433,037",120
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/18,USWL11700273,"603,009,543","60,339"
ART,TYLA,Tyla,3/1/24,USSM12308662,"46,863,836","3,984"
Let's Love,Let's Love,Sia,9/11/20,UKWLH2000001,"222,571,023","44,252"
DASH,Fe3O4: BREAK,NMIXX,1/15/24,US5TA2300179,"40,620,097","2,870"
On My Mind,On My Mind,Diplo,12/13/19,USZ4V1900134,"287,897,439","146,593"
Vampiro,Vampiro,Matuï¿,3/29/22,BXW922100034,"250,112,783","37,790"
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/23,USUG12306086,"61,355,849","24,182"
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/24,GBUM72402016,"10,114,922","1,567"
Delincuente,Delincuente,Tokischa,8/19/22,RDRAY2200003,"190,095,480","35,863"
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/24,USRC12400579,"30,301,728","2,993"
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/22,DECE72201091,"171,920,896","41,774"
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/23,USQX92301939,"98,301,770","40,539"
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/14,GB28K1400007,"602,359,731","109,606"
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364186,"99,022,909","18,212"
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/23,INS182303636,"22,277,518","1,494"
Fever,Future Nostalgia,Dua Lipa,3/27/20,GBAHT2000834,"381,166,294","50,838"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/21,UYB282101025,"454,467,751","75,230"
Hands up!,Hands up!,6arelyhuman,12/10/22,QZTB32254226,"144,555,119","30,542"
Buenas,Buenas,Quevedo,9/22/23,BK4DA2318657,"108,163,942","22,023"
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/24,USWB12400075,"72,492,332","5,624"
Let Her Go,All The Little Lights,Passenger,1/1/12,GBMQN1100004,"2,252,713,547","205,647"
Put Your Records On,Put Your Records On,Ritt Momney,4/24/20,USQX92004148,"600,521,313","79,793"
So Am I,So Am I,Ava Max,3/7/19,USAT21900569,"570,045,987","57,702"
Slide,Slide,Calvin Harris,2/24/17,GBARL1700262,"1,044,358,962","165,916"
Feel Good Inc.,Demon Days,Gorillaz,5/23/05,GBAYE0500172,"1,407,382,497","357,484"
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/14,USUM71401800,"733,931,275","115,255"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/19,USUM71911804,"332,224,927","90,422"
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/21,INUM72100052,"25,893,883","3,377"
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/14,MXF011400346,"296,711,145","17,197"
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/20,USSM12003440,"529,404,392","74,777"
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/20,USUG12003586,"5,191,059","1,333"
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/21,USUG12103658,"732,118,596","62,990"
Here With Me,Here With Me,Marshmello,3/8/19,USUG11900610,"676,451,716","70,317"
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/16,USSM11602625,"478,791,369","58,453"
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/23,AEA2D2300315,"155,454,907","26,701"
TWINNEM,TWINNEM,Coi Leray,9/20/21,USUM72115284,"34,116,353","10,084"
Mood,Mood,Makar,8/5/22,QZMEN2295194,"86,132,200","50,326"
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/23,QZWA32200398,"94,305,899","11,356"
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/22,UYB282201029,"158,017,957","35,544"
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/24,GBCPZ2423268,,8
KABUKI,KABUKI,Cuckoo Coco,3/25/23,AUMEV2314402,,
The Bones,GIRL...The Bones,Maren Morris,2/22/19,USG4X1800054,"461,420,009","32,656"
Good News,Good News,Mac Miller,1/9/20,USWB11801008,"447,761,883","116,525"
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/22,ZZOPM2235984,"281,829,019","58,130"
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/23,QM6N22374183,"81,623,095","18,046"
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/13,USWB11400672,"458,706,557","72,270"
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/22,BCA2A2200128,"224,150,665","33,067"
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/24,USUG12402960,"6,073,281",592
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/19,USAT21901942,"143,152,814","37,044"
Pakistan,Pakistan,D-Block Europe,6/29/23,USZXT2351612,"43,844,757","25,855"
Beat the Odds,Beat the Odds,Lil Tjay,8/26/22,USSM12207337,"115,581,471","49,847"
Barely Breathing,Barely Breathing,Grant Averill,10/22/21,TCAFW2108079,"1,479,227",616
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/19,NLW4L1900121,"654,965,766","124,386"
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/22,USUG12205711,"587,555,589","34,908"
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2/2/21,QM4TW2159341,"116,542,329","41,062"
Already Rich,Already Rich,Yeat,5/3/23,USUM72306884,"156,047,755","31,578"
Bandana,Bandana - Single,Shubh,3/29/24,INW262400703,"41,479,958","1,644"
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,4/11/24,JPPO02401026,"26,222,603",921
Bruises,Bruises,Lewis Capaldi,3/31/17,GBKPL1778698,"1,135,588,382","132,498"
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/20,USUG12002838,"757,789,027","81,489"
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/23,KRA402300038,"116,539,504","7,964"
Raja Ji,Raja Ji,Pawan Singh,6/30/23,ING642304903,"27,244,358",456
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/23,DGA062340713,"10,694,922","5,363"
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/12,USUM71214600,"757,522,352","224,483"
HIND'S HALL,HIND'S HALL,Macklemore,5/10/24,ZZOPM2445925,"22,463,244","2,291"
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/18,RUA591801291,"46,872,738","21,343"
I'm Geekin,I'm Geekin,DDG,4/21/23,USSM12302214,"76,004,507","24,334"
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/24,QMFMG2346935,"77,975,794","7,057"
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/14,USSD11300464,"562,983,225","52,754"
Sunrise,One Thing At A Time,Morgan Wallen,3/3/23,USUG12300812,"104,516,305","16,554"
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/19,USUG11901267,"859,985,881","17,061"
Para de Mentir,Para de Mentir,Oruam,11/16/23,BCM9A2300096,"44,091,443","4,971"
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/24,USUM72404717,"5,588,636","1,252"
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/20,QZDQH1908793,"1,969,714",502
Bella y Sensual,Golden,Romeo Santos,7/21/17,USSD11700316,"494,373,634","45,589"
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/22,SGB502203331,"171,663,870","10,620"
if looks could kill,if looks could kill,Destroy Lonely,3/3/23,USUM72302654,"88,771,696","46,086"
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/23,USWB12302904,"28,945,482","3,303"
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/22,CLA1D2200030,"325,264,193","47,780"
Trampoline,Trampoline,SHAED,5/18/18,QZ47A1800201,"229,366,200","37,923"
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/23,USUG12302442,"79,045,342","18,284"
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/20,US5TA2000037,"354,643,707","30,447"
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/18,MXF151800454,"752,708,868","62,653"
I Wanna Be Yours,AM,Arctic Monkeys,1/1/13,GBCEL1300373,"2,185,240,293","277,753"
Boyfriend,Believe,Justin Bieber,1/1/12,USUM71202650,"538,918,222","73,149"
PARANOIA,PARANOIA,HEARTSTEEL,10/23/23,QZH6S1900806,"77,600,263","13,012"
Story of My Life,Story of My Life,One Direction,10/28/13,GBHMU1300210,"1,275,036,167","143,693"
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/22,USWB12105880,"128,264,127","34,856"
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/24,USWB12400281,"37,634,335","4,046"
run for the hills,THINK LATER,Tate McRae,12/8/23,USRC12302981,"120,880,428","10,296"
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/23,USWB12301125,"152,454,686","34,461"
Wish,Wish,Diler Kharkiya,11/20/20,INS922000422,"10,848,948","1,036"
Let Me Love You,Turning Point,Mario,1/1/04,USJAY0400348,"971,172,980","146,441"
Sofia,Sofia,Alvaro Soler,4/15/16,DEUM71601055,"353,525,330","59,509"
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/23,USUG12310037,"26,036,782","13,038"
Ya Lili,Ya Lili,Balti,11/7/17,LBA0H1700138,"54,678,867","18,538"
Those Eyes,Those Eyes,New West,5/10/19,TCAEE1990215,"785,139,012","119,530"
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/24,USRC12302587,"7,362,358","1,483"
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/20,QMFMF2007349,"243,931,915","57,909"
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/12,USRC11201015,"646,295,324","96,138"
Like I Want You,LIKE I WANT YOU,Giveon,11/21/19,USSM11914370,"382,565,051","85,310"
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/23,INZ031412468,"5,828,713",790
Black Magic,Black Magic,Little Mix,5/21/15,GBHMU1500046,"642,037,328","56,621"
Budapest,Did You Hear the Rain?,George Ezra,11/3/13,GBARL1400477,"1,142,061,871","140,545"
Shellfish cumbia,Retumbo,H2O,3/31/23,USA2B2308081,,2
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,4/26/24,BK4DA2412746,"27,813,921","1,325"
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/16,USWL11600243,"162,240,700","16,013"
ERE,ERE,juan karlos,8/4/23,PHUM72300128,"117,290,821","8,229"
Alcohol-Free,Alcohol-Free,TWICE,6/9/21,US5TA2100022,"224,295,163","24,906"
Bad boy,Bad boy,Marwa Loud,1/1/18,FR7IX1800130,"228,588,822","55,077"
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/22,USEP42231001,"122,568,479","33,824"
LA NENA,LA NENA - Single,Lyanno,4/11/24,QM4TW2488674,"29,683,046","4,064"
Better Now,beerbongs & bentleys,Post Malone,4/27/18,USUM71805184,"1,953,403,531","5,013"
Hati-Hati di Jalan,Manusia,Tulus,3/3/22,FR2X42253130,"306,652,166","21,841"
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,6/25/20,USSD12000187,"304,134,537","57,388"
Quicksand,Quicksand,Morray,10/30/20,CA5KR2101974,"92,536,126","39,798"
Singapur,El Androide,El Alfa,5/15/20,USDY42003198,"200,520,284","32,859"
Just Dance,The Fame,Lady Gaga,1/1/08,USUM70807646,"1,062,571,821","183,102"
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/19,DEUM71903009,"296,543,065","117,924"
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/20,QM6MZ2057011,"672,449,007","89,441"
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2/12/23,GX3Q92325690,"2,307",
Marvins Room,Marvins Room,Drake,7/22/11,USCM51100267,"597,923,434","102,247"
The Motto,Take Care (Deluxe),Drake,11/15/11,USCM51100731,"549,699,659","89,323"
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/19,USAT21904711,"387,820,994","84,975"
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/23,QZMEP2360644,"8,388,731","1,929"
moment,moment,Vierre Cloud,12/19/19,QM42K1931856,"383,570,519","111,710"
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/22,USUG12202132,"248,202,976","55,197"
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,10/2/20,USRH12000111,"378,296,524","1,941"
God Damn,Ek Tha Raja,Badshah,3/18/24,INUM72400156,"34,233,316","1,547"
Razzi Bolja,Razzi Bolja,Harjeet Deewana,1/17/21,ING582100020,"14,329,936","1,206"
"Tested, Approved & Trusted",I Told Them...,Burna Boy,8/23/23,USAT22307524,"42,115,225","15,081"
GALOPA,GALOPA,PEDRO SAMPAIO,9/16/21,BRWMB2100721,"210,287,302","26,385"
Reckless,Reckless,Madison Beer,6/4/21,USSM12102874,"504,851,489","57,183"
Paint The Town Red,Paint The Town Red,Doja Cat,8/3/23,USRC12301713,"1,065,399,331","3,719"
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/19,USSM11913145,"236,121,136","50,891"
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/21,USRC12100003,"198,817,832","29,696"
Overdrive,Overdrive,Post Malone,7/14/23,USUM72306020,"130,236,751","27,992"
Cuando Nadie Ve,Cuando Nadie Ve,Morat,6/8/18,ES5701800456,"621,596,476","41,914"
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/20,USWB12000170,"193,103,080","47,712"
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/23,USA2P2243432,"178,523,233","14,560"
Me Escapï¿,Me Escapï¿,DobleP,9/7/23,QZNJZ2368122,"36,559,856","7,332"
Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/18,FR96X1865569,"177,496,669","14,789"
Without You (feat. Sandro Cavazza),AVï¿½ï¿½CI ,Avicii,8/10/17,SE5R71700101,"1,074,175,360","135,290"
Aynen,Hermano,Heijan,4/28/23,QZMZ92307983,"66,701,855","12,381"
IDGAF,Dua Lipa (Deluxe),Dua Lipa,6/2/17,GBAHT1600301,"1,583,012,380","108,894"
Maniac,Maniac,Conan Gray,10/25/19,USUM71920712,"845,222,205","109,624"
Love Me Harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/14,USUM71409728,"917,284,463","80,957"
Si Supieras,Si Supieras,Daddy Yankee,6/28/19,US2BU1900761,"306,404,848","33,666"
Love Someone,Love Someone,Lukas Graham,9/7/18,USWB11801903,"753,200,066","76,430"
Dance Alone,Dance Alone,Sia,2/7/24,USAT22400525,"25,180,079","3,020"
Suano,Suano - Single,NTG,3/24/24,TCAIA2470789,"15,333,864","1,439"
Heart On Ice,Heart On Ice,Rod Wave,5/31/19,USUYG1257043,"320,136,804","70,340"
POP/STARS,POP/STARS,K/DA,11/3/18,NLRD51859885,"352,999,804","49,066"
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/18,USAT21801432,"242,105,356","25,649"
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/22,GBARL2201128,"221,965,013","38,872"
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,4/26/24,BCZT72400033,"13,842,105",920
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/11/11,USAT21102232,"1,431,126,152","247,483"
NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/19,USQX91901115,"617,991,511","145,653"
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,9/20/20,INS182006274,"95,962,246","7,017"
Monster,Monster,LUM!X,4/19/19,ITV951900009,"324,575,469","84,886"
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/24,USWL12400691,"35,185,414","3,730"
River (feat. Ed Sheeran),Revival,Eminem,12/15/17,USUM71712944,"830,410,811","95,470"
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/22,USAT22203487,"153,857,576","59,992"
Wide Awake,538 Hitzone 63,Katy Perry,1/1/12,USCA21200932,"447,997,798","47,976"
Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/23,DGA0Q2317098,"27,235,294","2,618"
Lush Life,Lush Life,Zara Larsson,6/5/15,SEWEE1500509,"1,429,205,245","151,855"
Kitty,Kitty,Kenia OS,4/23/24,MXF012400293,"23,061,213",703
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,3/4/23,INS182300550,"184,580,310","10,142"
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/22,DEE862201008,"161,145,820","46,697"
Amapiano,Amapiano,Asake,5/23/23,USUYG1489119,"68,990,989","21,556"
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,4/25/19,FR8FB1901430,"208,249,257","42,423"
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,9/20/22,QZTVM2225505,"179,475,517","26,160"
Take A Bite,Take A Bite,beabadoobee,5/9/24,GBK3W2402961,"18,634,348","2,529"
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/19,USSD11900381,"289,196,126","56,563"
Me Enamorï¿,Me Enamorï¿,Shakira,1/1/17,USSD11700088,"388,986,035","32,035"
Geri Dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,Semicenk,5/5/23,FRX452325278,"111,150,894","11,465"
Gimmie A Light,Gimmie A Light,Ice Spice,5/10/24,USUG12400205,"8,734,499","1,005"
on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/23,USA2P2251898,"183,683,364","21,804"
LOST FOREVER,UTOPIA,Travis Scott,7/28/23,USSM12305017,"66,878,719","33,290"
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,10/28/16,QMCE31700918,"936,450,891","1,317"
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/16,USRN11600859,"516,523,975","45,773"
I Got Love,I Got Love,MiyaGi,5/15/18,QZ22B1946607,"136,456,221",235
SET ME FREE,READY TO BE,TWICE,3/10/23,US5TA2300005,"117,186,345","11,752"
Say Something,Say Something,A Great Big World,11/4/13,USSM11306713,"1,064,534,331","116,991"
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,5/12/23,TCJPV2340443,"1,617,307,191",
Por Dentro,Por Dentro,Rels B,11/23/23,UYB282376016,"105,759,424","7,383"
You Belong With Me,Fearless,Taylor Swift,1/1/08,USCJY0803328,"643,828,366","87,942"
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/16,TCACS1642138,"818,926,915","160,628"
Tchuco Nela,Tchuco Nela,MC Rogerinho,4/8/22,BCN5Z2200003,"154,127,881","14,889"
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/99,USWB19900690,"1,405,353,677","276,377"
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/15,USSD11400352,"301,574,752","35,991"
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3/10/17,USAT21700435,"921,936,314","40,536"
One in a Million,One in a Million,Bebe Rexha,8/4/23,USWB12303800,"109,868,838","17,147"
Playing Games,Playing Games,Summer Walker,8/23/19,USUM71917221,"177,369,022","26,786"
Often,Ultimate R&B 2014,The Weeknd,1/1/14,USUG11401323,"982,399,328","142,822"
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2/24/22,BCDE52200008,"237,867,475","19,268"
Better Things,Better Things - Single,aespa,8/18/23,KRA302300242,"72,446,983","7,731"
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/23,UYB282379019,"127,818,826","8,847"
Carnival,Carnival Pack - EP,Kanye West,2/8/24,QZA742422174,"465,320,426",324
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,12/12/17,INY091700034,"22,317,486","4,244"
